id,trialNum,time,rt,stimulus,response,trial_type,trial_index,time_elapsed,internal_node_id,condition,robotCondition,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,success,timeout,failed_images,failed_audio,failed_video,question_order,view_history,trial,saliencyRobot,saliencyLabel,promptRobot,promptLabel,imgNum,buttonOrder,sal,buttonPaths,responseCompare,robotCompare,labelCompare
debugD7HON:debugk8FOr,0,1656465049355,NA,NA,,browser-check,1,3345,0.0-1.0,2,random,1536,779,TRUE,chrome,103.0.0,FALSE,Mac OS,TRUE,59.97,FALSE,TRUE,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA
debugD7HON:debugk8FOr,0,1656465049355,NA,NA,,browser-check,2,4361,0.0-2.0,2,random,1536,779,TRUE,chrome,103.0.0,FALSE,Mac OS,TRUE,59.92,FALSE,TRUE,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA
debugD7HON:debugk8FOr,0,1656465049355,NA,NA,,preload,3,5131,0.0-3.0,2,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,,,,,,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA
debugD7HON:debugk8FOr,0,1656465049355,8614,NA,,survey-multi-choice,4,13745,0.0-4.0,2,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA
debugD7HON:debugk8FOr,0,1656465049355,919,NA,,survey-text,5,14672,0.0-5.0,2,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA
debugD7HON:debugk8FOr,0,1656465049355,6613,NA,,instructions,6,21288,0.0-6.0,2,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA
debugD7HON:debugk8FOr,0,1656465049355,5014,"<p><span>Aike <i class=""fa-solid fa-robot robot1  inline-icon""></i></span> thinks the image is <span>safe <i class=""fa-solid fa-seedling safe  inline-icon""></i></span> and tells us where it is looking at.</p><div class=""robot-label-img""><div class=""stack-img""><i class=""fa-solid fa-robot robot1 fa-3x stack-img-robot""></i><span class=""fa-stack fa-2x stack-img-bubble""><i class=""fa-solid fa-comment fa-stack-2x""></i><i class=""fa-solid fa-seedling safe fa-stack-1x""></i></span></div><img src=/static/stimuli/ax_sal_6.svg ></div><div class=""prompt""><div class=""stack-img""><i class=""fa-solid fa-robot robot1 fa-3x stack-img-robot""></i><span class=""fa-stack fa-2x stack-img-bubble""><i class=""fa-solid fa-comment fa-stack-2x""></i><i class=""fa-solid fa-seedling safe fa-stack-1x""></i></span></div></div>",,html-button-response,7,26305,0.0-7.0-0.0-0.0,2,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,practice,robot1,safe,robot1,safe,6,,/static/stimuli/ax_sal_6.svg,,same,sameRobot,same
debugD7HON:debugk8FOr,0,1656465049355,2116,"<p><span>Zubo <i class=""fa-brands fa-android robot2  inline-icon""></i></span> thinks the image is <span>toxic <i class=""fa-solid fa-biohazard toxic  inline-icon""></i></span> and tells us where it is looking at.</p><div class=""robot-label-img""><div class=""stack-img""><i class=""fa-brands fa-android robot2 fa-3x stack-img-robot""></i><span class=""fa-stack fa-2x stack-img-bubble""><i class=""fa-solid fa-comment fa-stack-2x""></i><i class=""fa-solid fa-biohazard toxic fa-stack-1x""></i></span></div><img src=/static/stimuli/ax_sal_7.svg ></div><div class=""prompt""><div class=""stack-img""><i class=""fa-brands fa-android robot2 fa-3x stack-img-robot""></i><span class=""fa-stack fa-2x stack-img-bubble""><i class=""fa-solid fa-comment fa-stack-2x""></i><i class=""fa-solid fa-biohazard toxic fa-stack-1x""></i></span></div></div>",,html-button-response,8,28423,0.0-7.0-0.0-0.1,2,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,practice,robot2,toxic,robot2,toxic,7,,/static/stimuli/ax_sal_7.svg,,same,sameRobot,same
debugD7HON:debugk8FOr,0,1656465049355,9299,"<p><span>Aike <i class=""fa-solid fa-robot robot1  inline-icon""></i></span> thinks the image is <span>safe <i class=""fa-solid fa-seedling safe  inline-icon""></i></span> and tells us where it is looking at.</p><div class=""robot-label-img""><div class=""stack-img""><i class=""fa-solid fa-robot robot1 fa-3x stack-img-robot""></i><span class=""fa-stack fa-2x stack-img-bubble""><i class=""fa-solid fa-comment fa-stack-2x""></i><i class=""fa-solid fa-seedling safe fa-stack-1x""></i></span></div><img src=/static/stimuli/ax_sal_8.svg ></div><div class=""prompt""><div class=""stack-img""><i class=""fa-solid fa-robot robot1 fa-3x stack-img-robot""></i><span class=""fa-stack fa-2x stack-img-bubble""><i class=""fa-solid fa-comment fa-stack-2x""></i><i class=""fa-solid fa-biohazard toxic fa-stack-1x""></i></span></div></div>",,html-button-response,9,37722,0.0-7.0-0.0-0.2,2,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,practice,robot1,safe,robot1,toxic,8,,/static/stimuli/ax_sal_8.svg,,opp,sameRobot,opp
debugD7HON:debugk8FOr,0,1656465049355,4860,"<p><span>Zubo <i class=""fa-brands fa-android robot2  inline-icon""></i></span> thinks the image is <span>toxic <i class=""fa-solid fa-biohazard toxic  inline-icon""></i></span> and tells us where it is looking at.</p><div class=""robot-label-img""><div class=""stack-img""><i class=""fa-brands fa-android robot2 fa-3x stack-img-robot""></i><span class=""fa-stack fa-2x stack-img-bubble""><i class=""fa-solid fa-comment fa-stack-2x""></i><i class=""fa-solid fa-biohazard toxic fa-stack-1x""></i></span></div><img src=/static/stimuli/ax_sal_9.svg ></div><div class=""prompt""><div class=""stack-img""><i class=""fa-brands fa-android robot2 fa-3x stack-img-robot""></i><span class=""fa-stack fa-2x stack-img-bubble""><i class=""fa-solid fa-comment fa-stack-2x""></i><i class=""fa-solid fa-seedling safe fa-stack-1x""></i></span></div></div>",,html-button-response,10,42590,0.0-7.0-0.0-0.3,2,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,practice,robot2,toxic,robot2,safe,9,,/static/stimuli/ax_sal_9.svg,,opp,sameRobot,opp
debugD7HON:debugk8FOr,0,1656465049355,6015,NA,,instructions,11,48605,0.0-7.0-1.0,2,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA
debugD7HON:debugk8FOr,0,1656465049355,11216,"<p><span>Zubo <i class=""fa-brands fa-android robot2  inline-icon""></i></span> thinks the image is <span>safe <i class=""fa-solid fa-seedling safe  inline-icon""></i></span> and <span>Aike <i class=""fa-solid fa-robot robot1  inline-icon""></i></span> thinks the image is <span>toxic <i class=""fa-solid fa-biohazard toxic  inline-icon""></i></span>.<br> Only <span>Zubo <i class=""fa-brands fa-android robot2  inline-icon""></i></span> tells us where it is looking at.</p><div class=""robot-label-img""><div class=""stack-img""><i class=""fa-brands fa-android robot2 fa-3x stack-img-robot""></i><span class=""fa-stack fa-2x stack-img-bubble""><i class=""fa-solid fa-comment fa-stack-2x""></i><i class=""fa-solid fa-seedling safe fa-stack-1x""></i></span></div><img src=/static/stimuli/ax_sal_14.svg ></div><div class=""prompt""><div class=""stack-img""><i class=""fa-solid fa-robot robot1 fa-3x stack-img-robot""></i><span class=""fa-stack fa-2x stack-img-bubble""><i class=""fa-solid fa-comment fa-stack-2x""></i><i class=""fa-solid fa-seedling safe fa-stack-1x""></i></span></div></div>",,html-button-response,12,59822,0.0-7.0-2.0-0.0,2,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,practice,robot2,safe,robot1,safe,14,,/static/stimuli/ax_sal_14.svg,,opp,randomLabel,same
debugD7HON:debugk8FOr,0,1656465049355,1050,"<p><span>Aike <i class=""fa-solid fa-robot robot1  inline-icon""></i></span> thinks the image is <span>toxic <i class=""fa-solid fa-biohazard toxic  inline-icon""></i></span> and <span>Zubo <i class=""fa-brands fa-android robot2  inline-icon""></i></span> thinks the image is <span>toxic <i class=""fa-solid fa-biohazard toxic  inline-icon""></i></span>.<br> Only <span>Aike <i class=""fa-solid fa-robot robot1  inline-icon""></i></span> tells us where it is looking at.</p><div class=""robot-label-img""><div class=""stack-img""><i class=""fa-solid fa-robot robot1 fa-3x stack-img-robot""></i><span class=""fa-stack fa-2x stack-img-bubble""><i class=""fa-solid fa-comment fa-stack-2x""></i><i class=""fa-solid fa-biohazard toxic fa-stack-1x""></i></span></div><img src=/static/stimuli/ax_sal_15.svg ></div><div class=""prompt""><div class=""stack-img""><i class=""fa-brands fa-android robot2 fa-3x stack-img-robot""></i><span class=""fa-stack fa-2x stack-img-bubble""><i class=""fa-solid fa-comment fa-stack-2x""></i><i class=""fa-solid fa-biohazard toxic fa-stack-1x""></i></span></div></div>",,html-button-response,13,60874,0.0-7.0-2.0-0.1,2,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,practice,robot1,toxic,robot2,toxic,15,,/static/stimuli/ax_sal_15.svg,,opp,randomLabel,same
debugD7HON:debugk8FOr,0,1656465049355,1247,"<p><span>Zubo <i class=""fa-brands fa-android robot2  inline-icon""></i></span> thinks the image is <span>toxic <i class=""fa-solid fa-biohazard toxic  inline-icon""></i></span> and <span>Aike <i class=""fa-solid fa-robot robot1  inline-icon""></i></span> thinks the image is <span>toxic <i class=""fa-solid fa-biohazard toxic  inline-icon""></i></span>.<br> Only <span>Zubo <i class=""fa-brands fa-android robot2  inline-icon""></i></span> tells us where it is looking at.</p><div class=""robot-label-img""><div class=""stack-img""><i class=""fa-brands fa-android robot2 fa-3x stack-img-robot""></i><span class=""fa-stack fa-2x stack-img-bubble""><i class=""fa-solid fa-comment fa-stack-2x""></i><i class=""fa-solid fa-biohazard toxic fa-stack-1x""></i></span></div><img src=/static/stimuli/ax_sal_16.svg ></div><div class=""prompt""><div class=""stack-img""><i class=""fa-solid fa-robot robot1 fa-3x stack-img-robot""></i><span class=""fa-stack fa-2x stack-img-bubble""><i class=""fa-solid fa-comment fa-stack-2x""></i><i class=""fa-solid fa-seedling safe fa-stack-1x""></i></span></div></div>",,html-button-response,14,62123,0.0-7.0-2.0-0.2,2,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,practice,robot2,toxic,robot1,safe,16,,/static/stimuli/ax_sal_16.svg,,same,randomLabel,opp
debugD7HON:debugk8FOr,0,1656465049355,550,"<p><span>Aike <i class=""fa-solid fa-robot robot1  inline-icon""></i></span> thinks the image is <span>safe <i class=""fa-solid fa-seedling safe  inline-icon""></i></span> and <span>Zubo <i class=""fa-brands fa-android robot2  inline-icon""></i></span> thinks the image is <span>safe <i class=""fa-solid fa-seedling safe  inline-icon""></i></span>.<br> Only <span>Aike <i class=""fa-solid fa-robot robot1  inline-icon""></i></span> tells us where it is looking at.</p><div class=""robot-label-img""><div class=""stack-img""><i class=""fa-solid fa-robot robot1 fa-3x stack-img-robot""></i><span class=""fa-stack fa-2x stack-img-bubble""><i class=""fa-solid fa-comment fa-stack-2x""></i><i class=""fa-solid fa-seedling safe fa-stack-1x""></i></span></div><img src=/static/stimuli/ax_sal_17.svg ></div><div class=""prompt""><div class=""stack-img""><i class=""fa-brands fa-android robot2 fa-3x stack-img-robot""></i><span class=""fa-stack fa-2x stack-img-bubble""><i class=""fa-solid fa-comment fa-stack-2x""></i><i class=""fa-solid fa-biohazard toxic fa-stack-1x""></i></span></div></div>",,html-button-response,15,62674,0.0-7.0-2.0-0.3,2,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,practice,robot1,safe,robot2,toxic,17,,/static/stimuli/ax_sal_17.svg,,same,randomLabel,opp
debugD7HON:debugk8FOr,0,1656465049355,932,NA,,instructions,16,63606,0.0-7.0-3.0,2,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA
debugD7HON:debugk8FOr,0,1656465049355,2598,"<p><span>Zubo <i class=""fa-brands fa-android robot2  inline-icon""></i></span> thinks the image is <span>safe <i class=""fa-solid fa-seedling safe  inline-icon""></i></span> and tells us where it is looking at.</p><div class=""robot-label-img""><div class=""stack-img""><i class=""fa-brands fa-android robot2 fa-3x stack-img-robot""></i><span class=""fa-stack fa-2x stack-img-bubble""><i class=""fa-solid fa-comment fa-stack-2x""></i><i class=""fa-solid fa-seedling safe fa-stack-1x""></i></span></div><img src=/static/stimuli/ax_sal_20.svg ></div><div class=""prompt""><div class=""stack-img""><i class=""fa-brands fa-android robot2 fa-3x stack-img-robot""></i><span class=""fa-stack fa-2x stack-img-bubble""><i class=""fa-solid fa-comment fa-stack-2x""></i><i class=""fa-solid fa-seedling safe fa-stack-1x""></i></span></div></div>",,html-button-response,17,66206,0.0-8.0-0.0,2,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,results,robot2,safe,robot2,safe,20,,/static/stimuli/ax_sal_20.svg,,same,sameRobot,same
debugD7HON:debugk8FOr,0,1656465049355,3674,"<p><span>Aike <i class=""fa-solid fa-robot robot1  inline-icon""></i></span> thinks the image is <span>toxic <i class=""fa-solid fa-biohazard toxic  inline-icon""></i></span> and tells us where it is looking at.</p><div class=""robot-label-img""><div class=""stack-img""><i class=""fa-solid fa-robot robot1 fa-3x stack-img-robot""></i><span class=""fa-stack fa-2x stack-img-bubble""><i class=""fa-solid fa-comment fa-stack-2x""></i><i class=""fa-solid fa-biohazard toxic fa-stack-1x""></i></span></div><img src=/static/stimuli/ax_sal_29.svg ></div><div class=""prompt""><div class=""stack-img""><i class=""fa-solid fa-robot robot1 fa-3x stack-img-robot""></i><span class=""fa-stack fa-2x stack-img-bubble""><i class=""fa-solid fa-comment fa-stack-2x""></i><i class=""fa-solid fa-seedling safe fa-stack-1x""></i></span></div></div>",,html-button-response,18,69888,0.0-8.0-0.1,2,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,results,robot1,toxic,robot1,safe,29,,/static/stimuli/ax_sal_29.svg,,opp,sameRobot,opp
debugD7HON:debugk8FOr,0,1656465049355,1984,"<p><span>Aike <i class=""fa-solid fa-robot robot1  inline-icon""></i></span> thinks the image is <span>toxic <i class=""fa-solid fa-biohazard toxic  inline-icon""></i></span> and tells us where it is looking at.</p><div class=""robot-label-img""><div class=""stack-img""><i class=""fa-solid fa-robot robot1 fa-3x stack-img-robot""></i><span class=""fa-stack fa-2x stack-img-bubble""><i class=""fa-solid fa-comment fa-stack-2x""></i><i class=""fa-solid fa-biohazard toxic fa-stack-1x""></i></span></div><img src=/static/stimuli/ax_sal_27.svg ></div><div class=""prompt""><div class=""stack-img""><i class=""fa-solid fa-robot robot1 fa-3x stack-img-robot""></i><span class=""fa-stack fa-2x stack-img-bubble""><i class=""fa-solid fa-comment fa-stack-2x""></i><i class=""fa-solid fa-seedling safe fa-stack-1x""></i></span></div></div>",,html-button-response,19,71874,0.0-8.0-0.2,2,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,results,robot1,toxic,robot1,safe,27,,/static/stimuli/ax_sal_27.svg,,opp,sameRobot,opp
debugD7HON:debugk8FOr,0,1656465049355,2381,"<p><span>Aike <i class=""fa-solid fa-robot robot1  inline-icon""></i></span> thinks the image is <span>toxic <i class=""fa-solid fa-biohazard toxic  inline-icon""></i></span> and <span>Zubo <i class=""fa-brands fa-android robot2  inline-icon""></i></span> thinks the image is <span>toxic <i class=""fa-solid fa-biohazard toxic  inline-icon""></i></span>.<br> Only <span>Aike <i class=""fa-solid fa-robot robot1  inline-icon""></i></span> tells us where it is looking at.</p><div class=""robot-label-img""><div class=""stack-img""><i class=""fa-solid fa-robot robot1 fa-3x stack-img-robot""></i><span class=""fa-stack fa-2x stack-img-bubble""><i class=""fa-solid fa-comment fa-stack-2x""></i><i class=""fa-solid fa-biohazard toxic fa-stack-1x""></i></span></div><img src=/static/stimuli/ax_sal_28.svg ></div><div class=""prompt""><div class=""stack-img""><i class=""fa-brands fa-android robot2 fa-3x stack-img-robot""></i><span class=""fa-stack fa-2x stack-img-bubble""><i class=""fa-solid fa-comment fa-stack-2x""></i><i class=""fa-solid fa-biohazard toxic fa-stack-1x""></i></span></div></div>",,html-button-response,20,74256,0.0-8.0-0.3,2,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,results,robot1,toxic,robot2,toxic,28,,/static/stimuli/ax_sal_28.svg,,same,randomLabel,same
debugD7HON:debugk8FOr,0,1656465049355,2916,"<p><span>Aike <i class=""fa-solid fa-robot robot1  inline-icon""></i></span> thinks the image is <span>toxic <i class=""fa-solid fa-biohazard toxic  inline-icon""></i></span> and <span>Zubo <i class=""fa-brands fa-android robot2  inline-icon""></i></span> thinks the image is <span>safe <i class=""fa-solid fa-seedling safe  inline-icon""></i></span>.<br> Only <span>Aike <i class=""fa-solid fa-robot robot1  inline-icon""></i></span> tells us where it is looking at.</p><div class=""robot-label-img""><div class=""stack-img""><i class=""fa-solid fa-robot robot1 fa-3x stack-img-robot""></i><span class=""fa-stack fa-2x stack-img-bubble""><i class=""fa-solid fa-comment fa-stack-2x""></i><i class=""fa-solid fa-biohazard toxic fa-stack-1x""></i></span></div><img src=/static/stimuli/ax_sal_21.svg ></div><div class=""prompt""><div class=""stack-img""><i class=""fa-brands fa-android robot2 fa-3x stack-img-robot""></i><span class=""fa-stack fa-2x stack-img-bubble""><i class=""fa-solid fa-comment fa-stack-2x""></i><i class=""fa-solid fa-seedling safe fa-stack-1x""></i></span></div></div>",,html-button-response,21,77174,0.0-8.0-0.4,2,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,results,robot1,toxic,robot2,safe,21,,/static/stimuli/ax_sal_21.svg,,opp,randomLabel,opp
debugD7HON:debugk8FOr,0,1656465049355,4498,"<p><span>Zubo <i class=""fa-brands fa-android robot2  inline-icon""></i></span> thinks the image is <span>toxic <i class=""fa-solid fa-biohazard toxic  inline-icon""></i></span> and tells us where it is looking at.</p><div class=""robot-label-img""><div class=""stack-img""><i class=""fa-brands fa-android robot2 fa-3x stack-img-robot""></i><span class=""fa-stack fa-2x stack-img-bubble""><i class=""fa-solid fa-comment fa-stack-2x""></i><i class=""fa-solid fa-biohazard toxic fa-stack-1x""></i></span></div><img src=/static/stimuli/ax_sal_25.svg ></div><div class=""prompt""><div class=""stack-img""><i class=""fa-brands fa-android robot2 fa-3x stack-img-robot""></i><span class=""fa-stack fa-2x stack-img-bubble""><i class=""fa-solid fa-comment fa-stack-2x""></i><i class=""fa-solid fa-seedling safe fa-stack-1x""></i></span></div></div>",,html-button-response,22,81673,0.0-8.0-0.5,2,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,results,robot2,toxic,robot2,safe,25,,/static/stimuli/ax_sal_25.svg,,opp,sameRobot,opp
debugD7HON:debugk8FOr,0,1656465049355,3866,"<p><span>Aike <i class=""fa-solid fa-robot robot1  inline-icon""></i></span> thinks the image is <span>toxic <i class=""fa-solid fa-biohazard toxic  inline-icon""></i></span> and tells us where it is looking at.</p><div class=""robot-label-img""><div class=""stack-img""><i class=""fa-solid fa-robot robot1 fa-3x stack-img-robot""></i><span class=""fa-stack fa-2x stack-img-bubble""><i class=""fa-solid fa-comment fa-stack-2x""></i><i class=""fa-solid fa-biohazard toxic fa-stack-1x""></i></span></div><img src=/static/stimuli/ax_sal_23.svg ></div><div class=""prompt""><div class=""stack-img""><i class=""fa-solid fa-robot robot1 fa-3x stack-img-robot""></i><span class=""fa-stack fa-2x stack-img-bubble""><i class=""fa-solid fa-comment fa-stack-2x""></i><i class=""fa-solid fa-seedling safe fa-stack-1x""></i></span></div></div>",,html-button-response,23,85541,0.0-8.0-0.6,2,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,results,robot1,toxic,robot1,safe,23,,/static/stimuli/ax_sal_23.svg,,opp,sameRobot,opp
debugD7HON:debugk8FOr,0,1656465049355,5181,"<p><span>Aike <i class=""fa-solid fa-robot robot1  inline-icon""></i></span> thinks the image is <span>toxic <i class=""fa-solid fa-biohazard toxic  inline-icon""></i></span> and tells us where it is looking at.</p><div class=""robot-label-img""><div class=""stack-img""><i class=""fa-solid fa-robot robot1 fa-3x stack-img-robot""></i><span class=""fa-stack fa-2x stack-img-bubble""><i class=""fa-solid fa-comment fa-stack-2x""></i><i class=""fa-solid fa-biohazard toxic fa-stack-1x""></i></span></div><img src=/static/stimuli/ax_sal_22.svg ></div><div class=""prompt""><div class=""stack-img""><i class=""fa-solid fa-robot robot1 fa-3x stack-img-robot""></i><span class=""fa-stack fa-2x stack-img-bubble""><i class=""fa-solid fa-comment fa-stack-2x""></i><i class=""fa-solid fa-seedling safe fa-stack-1x""></i></span></div></div>",,html-button-response,24,90723,0.0-8.0-0.7,2,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,results,robot1,toxic,robot1,safe,22,,/static/stimuli/ax_sal_22.svg,,opp,sameRobot,opp
debugD7HON:debugk8FOr,0,1656465049355,8667,"<p><span>Aike <i class=""fa-solid fa-robot robot1  inline-icon""></i></span> thinks the image is <span>safe <i class=""fa-solid fa-seedling safe  inline-icon""></i></span> and tells us where it is looking at.</p><div class=""robot-label-img""><div class=""stack-img""><i class=""fa-solid fa-robot robot1 fa-3x stack-img-robot""></i><span class=""fa-stack fa-2x stack-img-bubble""><i class=""fa-solid fa-comment fa-stack-2x""></i><i class=""fa-solid fa-seedling safe fa-stack-1x""></i></span></div><img src=/static/stimuli/ax_sal_24.svg ></div><div class=""prompt""><div class=""stack-img""><i class=""fa-solid fa-robot robot1 fa-3x stack-img-robot""></i><span class=""fa-stack fa-2x stack-img-bubble""><i class=""fa-solid fa-comment fa-stack-2x""></i><i class=""fa-solid fa-seedling safe fa-stack-1x""></i></span></div></div>",,html-button-response,25,99392,0.0-8.0-0.8,2,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,results,robot1,safe,robot1,safe,24,,/static/stimuli/ax_sal_24.svg,,same,sameRobot,same
debugD7HON:debugk8FOr,0,1656465049355,4081,"<p><span>Zubo <i class=""fa-brands fa-android robot2  inline-icon""></i></span> thinks the image is <span>toxic <i class=""fa-solid fa-biohazard toxic  inline-icon""></i></span> and tells us where it is looking at.</p><div class=""robot-label-img""><div class=""stack-img""><i class=""fa-brands fa-android robot2 fa-3x stack-img-robot""></i><span class=""fa-stack fa-2x stack-img-bubble""><i class=""fa-solid fa-comment fa-stack-2x""></i><i class=""fa-solid fa-biohazard toxic fa-stack-1x""></i></span></div><img src=/static/stimuli/ax_sal_26.svg ></div><div class=""prompt""><div class=""stack-img""><i class=""fa-brands fa-android robot2 fa-3x stack-img-robot""></i><span class=""fa-stack fa-2x stack-img-bubble""><i class=""fa-solid fa-comment fa-stack-2x""></i><i class=""fa-solid fa-seedling safe fa-stack-1x""></i></span></div></div>",,html-button-response,26,103475,0.0-8.0-0.9,2,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,results,robot2,toxic,robot2,safe,26,,/static/stimuli/ax_sal_26.svg,,opp,sameRobot,opp
debugD7HON:debugk8FOr,0,1656465049355,2914,NA,,survey-text,27,106390,0.0-9.0,2,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA
debugD7HON:debugk8FOr,0,1656465049355,1134,"<p class=""important""><strong>Debugging: </strong>Press any key to complete experiment. Thank you!</p>
        
      <p>Average RT: 3985ms</p>",,html-keyboard-response,28,107533,0.0-10.0,2,random,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA
debugBb6KF:debugo1O5x,0,1656465334352,11411,"<p class=""important""><strong>Debugging: </strong>Press any key to start experiment.</p><p>Condition: 1 <br> robotCondition: opp. </p>",,html-keyboard-response,0,11412,0.0-0.0,1,opp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA
debugBb6KF:debugo1O5x,0,1656465334352,NA,NA,,browser-check,1,12403,0.0-1.0,1,opp,1536,779,TRUE,chrome,103.0.0,FALSE,Mac OS,TRUE,60.93,FALSE,TRUE,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA
debugBb6KF:debugo1O5x,0,1656465334352,NA,NA,,browser-check,2,13419,0.0-2.0,1,opp,1536,779,TRUE,chrome,103.0.0,FALSE,Mac OS,TRUE,59.92,FALSE,TRUE,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA
